Video URL,Title,Description,Channel Title,Keyword Tags,Category,Published At,Duration,View Count,Comment Count,Captions Available
https://www.youtube.com/watch?v=mF2rypr253o,Chhan Ke Mohalla [Full Song] - Action Replayy,"Song - Chhan Ke Mohalla
Film - Action  Replayy
Singer - Sunidhi Chauhan, Ritu Pathak
Lyricist - Irshad Kamil
Music Director - Pritam
Artist - Akshay Kumar, Aishwarya Ray Bachchan, Neha Dhupia, Others
Music On - T-Series",T-Series,"['Chhan Ke Mohalla', 'Action Replayy', 'Sunidhi Chauhan', 'Ritu Pathak', 'Irshad Kamil', 'Pritam', 'Akshay Kumar', 'Aishwarya Ray Bachchan', 'Neha Dhupia', 'Others', 'official song', 'Hindi Movies', 'Hindi Songs', 'tseries movies', 'Hindi Bollywood Song', 'Dance Song', 'Chhan Ke Mohalla Song', 'Bollywood Romantic Song', 'Bollywood Song', 'Latest Bollywood Song', 'Hindi Songs 2010', 'Hindi Movies 2010', 'Latest Hindi Song', 'Full Hindi Song', 'Latest Hindi Movies', 'Full Movies Song', 'tseries']",24,2011-04-21T10:21:29Z,PT3M46S,25863328,2165,true
https://www.youtube.com/watch?v=qcucgNV7Cmc,Zor Ka Jhatka Full HD Song Action Replayy,"Song - Zor Ka Jhatka
Film - Action  Replayy
Singer - Daler Mehndi, Richa Sharma, Additional Vocal : Master Salim
Lyricist - Irshad Kamil
Music Director - Pritam
Artist - Akshay Kumar, Aishwarya Rai Bachchan, Neha Dhupia, Others
Music On - T-Series",T-Series,"['Zor Ka Jhatka', 'Action Replayy', 'Daler Mehndi', 'Richa Sharma', 'Irshad Kamil', 'Pritam', 'Akshay Kumar', 'Aishwarya Ray Bach Chan', 'Neha Dhupia', 'Others', 'official song', 'Hindi Movies', 'Hindi Songs', 'tseries movies', 'Hindi Bollywood Song', 'Dance Song', 'Zor Ka Jhatka Song', 'Latest Bollywood Song', 'Bollywood Song', 'Full Hindi Song', 'Latest Hindi Movies', 'Full Movies Song', 'Latest Hindi Song', 'tseries']",24,2011-04-21T10:12:25Z,PT3M21S,64280772,9611,true
https://www.youtube.com/watch?v=1wEtmB3z_yc,O Bekhabar [Full Song] Action Replayy,"Song - O Bekhabar
Film - Action  Replayy
Singer - Shreya Ghoshal
Lyricist - Irshad Kamil
Music Director - Pritam
Artist - Akshay Kumar, Aishwarya Ray Bachchan, Neha Dhupia, Others
Music On - T-Series",T-Series,"['O Bekhabar', 'Neha Dhupia', 'Action Replayy', 'Shreya Ghoshal', 'Irshad Kamil', 'Pritam', 'Akshay Kumar', 'Aishwarya Ray Bachchan', 'Others', 'Vipul Shah', 'Hindi Songs', 'official song', 'Hindi Movies', 'Hindi Bollywood Song', 'Love Song', 'Latest Bollywood Song', 'Bollywood Romantic Song', 'Bollywood Song', 'Oh Bekhabar', 'O Bekhabar Song', 'Latest Hindi Song', 'Full Hindi Song', 'Latest Hindi Movies', 'Full Movies Song', 'tseries movies', 'tseries']",24,2011-04-21T10:16:07Z,PT2M53S,47334709,4265,true
https://www.youtube.com/watch?v=EI5Tq1lVuVs,"An Action Hero (Dialogue Promo 04) Kursi Par Baith Raha Hu |Ayushmann,Jaideep |Aanand L Rai,Anirudh","Presenting the dialogue promo from the movie ""An Action Hero"" Starring Ayushmann Khurana and Jaideep Ahlawat in lead 

Gulshan Kumar, T-Series & Aanand L Rai Present 
A T-Series Films & Colour Yellow Productions Pvt Ltd's 
A Star Films & Entertainment Limited Production

Buy Your Tickets Now:

https://bookmy.show/An-Action-Hero

https://m.paytm.me/anactionhero


Directed By :  Anirudh Iyer
Produced By : Bhushan Kumar, Krishan Kumar
Produced By : Aanand L Rai
Co-Producer : Kanupriya A Iyer 
Co-Producer : Shiv Chanana 
President Global Digital Business (T-Series) : Neeraj Kalyan
Story By : Anirudh Iyer 
Screenplay & Dialogue : Neeraj Yadav 
Dop : Kaushal Shah 
Editor : Ninad Khanolkar
Lyrics : Vayu, D'evil, Shah Rule
Music : Parag Chhabra
Music : Tanishk Baghchi, Biddu, Amar Jalal, Faridkot 
Lyrics : Indeevar, Amar Jalal, Balla Jalal, Tanishk Bagchi (Aap Jaisa Koi & Jehda Nasha)
Background Score : Sunny M.R.
Production Designer : Ravi Srivastava 
Supervising Producer : Sonam Budha Sharma 
Executive Producer : Ashish Vishnu Tandel 
Costume Designer : Ankita Jha
Make-Up & Prosthetics Designer : Pratap Malhari Borhade
Sound Designer & Recordist : Manik Batra 
Re-Recording Mixer : Ajay Kumar P.B 
Action Director : Ian Van Temperly (Uk) & Stunt Silva (India) 
Post Production Head : Manish Bhogte 
Colour : Nube Cirrus 
Colourist : Navin Shetty
VFX : Do It Creative Lead 
Lead VFX : Sam Bhattacharjee 
VFX Supervisor : Pranab Lahkar 
Head Of Post : Yassine N'choubi Csi
Casting Director : Mukesh Chhabra Csa 
Marketing Consultants : Yash Suchak & Suraj Rao 
Project Head : Alok Kumar Shukla
Marketing & Promotions (T-Series)  : Shivam Chanana, Raj Chanana, Prashant Shetty, Mita Choudhary, Rahul Dubey, Amol Bhamare, Heett Savla
Music On : T-Series 
Music Team (T-Series) : Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava, Vivin Sachdeva 
Publicity Design : Marching Ants 
Media Director : Raindrop Media 
Teaser Design : 24eightyone 
Visual Promotions : Just Right Studioz Nx

___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉 Like us on Facebook: https://www.facebook.com/tseriesmusic
👉 Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",T-Series,"['hindi songs 2022', 'bollywood songs 2022', 'bollywood movies 2022', 'tseries', 'An Action Hero', '(Official Trailer)', 'An Action Hero (Official Trailer)', 'Action Hero Trailer', 'Ayushmann Khurrana An Action Hero', 'Jaideep Ahlawat', 'Ayshmaan Khurana', 'Aayushmann Khurana', 'Ayushmann Khurrana', 'Movie Trailer', 'Movie', 'Movie 2022', 'Hindi Movie Trailer', 'Anand L rai', 'Anirudh Iyer', 'Ayushmann Khurrana New Movie', 'Trailer', 'Official Hindi Trailer', 'Dialogue Promo', 'He Wants To Kill Me', 'Chase', 'Thrill & Confusion']",10,2022-11-27T09:34:19Z,PT20S,4436814,16,true
https://www.youtube.com/watch?v=qXmVVXzBNBU,"Aap Jaisa Koi (Video) An Action Hero | Ayushmann Khurrana, Malaika | Tanishk, Zahrah S K, Altamash F","Presenting #AapJaisaKoi Video song featuring Malaika Arora & Ayushmann Khurrana

Gulshan Kumar, T-Series and Aanand L Rai present a Colour Yellow Production presents ‘ An Action Hero’, Starring Ayushmann Khurrana, Jaideep Ahlawat. Movie is directed by Anirudh Iyer, produced by Bhushan Kumar & Krishan Kumar.

♪Full Song Available on♪ 
JioSaavn: https://bit.ly/3tZXbDr
Spotify: https://spoti.fi/3EAH5oY
Hungama: https://bit.ly/3EBFNKm
Apple Music: https://apple.co/3EFdqLh
Amazon Prime Music: https://amzn.to/3gEfuLl
Wynk: https://bit.ly/3OxHdKp
Resso: https://bit.ly/3VsqhXM
iTunes: https://apple.co/3EFdqLh
YouTube Music: https://bit.ly/3EBW2Hg

Credits:
Song Title: Aap Jaisa Koi
Singers: Zahrah S Khan, Altamash Faridi
Music Recreated by: Tanishk Bagchi
Lyrics: Indeevar, Tanishk Bagchi
Arrangement & Programming: Tanishk Bagchi
Additional Programming: Ganesh Waghela
Mix & Master: Eric Pillai @ Future Sound of Bombay
Mix Assistant Engineer: Michael Edwin Pillai
Song Label: T-Series

Original Credits: 
Song Title: Aap Jaisa Koi
Film: Qurbani
Singer: Nazia Hassan
Music: Biddu 
Lyrics: Indeevar
___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉 Like us on Facebook: https://www.facebook.com/tseriesmusic
👉 Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",T-Series,"['hindi songs 2022', 'hindi songs new', 'bollywood songs 2022', 'bollywood movies 2022', 'tseries', 'tseries songs', 'hindi songs', 'bollywood romantic songs', 'romantic hindi songs', 'hindi songs bollywood', 'remix hindi songs', 'hindi song status', 'bollywood dance songs', 'Aap Jaisa Koi (Video)', 'An Action Hero', 'Ayushmann Khurrana', 'Malaika', 'Aap Jaisa Koi', '(Video)', 'Aap Jaisa Koi (Video) An Action Hero', 'Full Video', 'Video Songs']",10,2022-11-26T05:31:09Z,PT2M30S,26150396,7979,true
https://www.youtube.com/watch?v=VVBziwNCHq8,"Animal: Arjan Vailly Full Video (Film Version) Ranbir Kapoor, Sandeep,Bhupinder B,Manan | Bhushan K","Witness the Unstoppable Rage. The Violence, You've Never Seen Before! Introducing the Most Loved Song ""Arjan Vailly (Film Version)"" from The Animal Franchise. Starring Ranbir Kapoor, Rashmika Mandanna, Anil Kapoor, Bobby Deol, Tripti Dimri & Shakti Kapoor.  

Gulshan Kumar & T-Series Present
A T-Series Films, ST Film Ltd &
Bhadrakali Pictures Production 

#RanbirKapoor in #Animal
The Film by #SandeepReddyVanga 

♪FULL SONG AVAILABLE ON♪ 
Spotify: https://bit.ly/3R2Ftf2
JioSaavn: https://bit.ly/3MNkpXn
Hungama: https://bit.ly/47IgFP3
Apple Music: https://bit.ly/3MQYcI2
Amazon Prime Music: https://bit.ly/3R4hn3t
Wynk: https://bit.ly/40LVxVI
YouTube Music: https://bit.ly/40HeqJt

Audio Credits:
Singer: Bhupinder Babbal
Music: Manan Bhardwaj
Lyrics: Bhupinder Babbal
Additional Vocals: Sandeep Brar
Backing Vocals: Anirudh Loomba, Paras Kamboj, Charanjeet Sharma, Amandeep Singh Giran, Rd Singh, Vicky Jass, Gagan Gags Sharma, Kunal Shandilya, Gaurav Verma
Recorded, Arranged & Programmed by Manan Bhardwaj @ Namyoho Studios
Assistant to Music Director: Rajat Kumar
Mixed & Mastered By: Himanshu Shirlekar at Kopper Audio (dublin)
Music Supervisor: Vivin Sachdeva
Special Thanks: Raymant Marwah
Music Label: T-Series

Film Credits:
Writer – Editor –Director: Sandeep Reddy Vanga
Produced By: Bhushan Kumar, Pranay Reddy Vanga, Murad Khetani, Krishan Kumar
Co-Producer: Shiv Chanana, Firuzi Khan   
President (T-Series): Neeraj Kalyan
Screenplay: Sandeep Reddy Vanga, Pranay Reddy Vanga & Suresh Bandaru 
Dialogues: Saurabh Gupta  
Dop: Amit Roy  
Production Designer: Suresh Selvarajan   
Action: Supreme Sundar  
Costume Designer: Sheetal Iqbal Sharma 
Executive Producer: Mahipal Rathore 
Music: Pritam, Vishal Mishra, Manan Bhardwaj, Shreyas Puranik, Jaani, Ashim Kemson, Harshavardhan Rameshwar, Gurinder Seagal
Lyrics: Manoj Muntashir, Jaani, Siddharth-Garima, Raj Shekhar, Bhupinder Babbal, Manan Bhardwaj, Ashim Kemson, Gurinder Seagal
Bgm: Harshavardhan Rameshwar 
Sound Design: Sync Cinema 
Sound Mixing: Raja Krishnan M.R 
Assoc.Editor: Md. Zayeemuddin 
Assoc.Directors: Shanmukha Gowtham.G, Srikanth Varma.G 
1st Ad: Praatiek Dodeja 
Project Head: Alok Kumar Shukla 
Digital Intermediate: Do It Creative,  Ny Di-Waala
Post Production: The Post Co. 
Line Producer: Max Rahman, Shivkumar Tiwari 
Marketing & Promotions (T-Series): Shivam Chanana, Raj Chanana, Prashant Shetty, Mita Choudhary, Rahul Dubey, Amol Bhamare, Heett Savla
Music On: T-Series  
Music Team (T-Series): Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava, Vivin Sachdeva
Pr Agency: Communiqué Film Pr 
Marketing Agency: Varun Gupta (max), Walls & Trends   
Publicity Design: Anil & Bhanu
Visual Effects: Do It Creative Ltd, Ny Vfxwaala, Visual Birds Studio, Famous Studios, Red Chillies.VFX  
Visual Promotion: Just Right Studioz Nx

Download Song Beat: https://bit.ly/3Cjh24R 

___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: https://youtube.com/tseries
👉 Like us on Facebook: https://www.facebook.com/tseriesmusic
👉 Follow us on X: https://twitter.com/tseries
👉 Follow us on Instagram: https://instagram.com/tseries.official",T-Series,"['tseries', 'tseries songs', 'Arjan Vailly Film Version', 'Ajan vailly film version', 'arjan vailly ranbir kapoor film version', 'arjan vailly animal film version', 'arjan vailly film song', 'arjan vailly film version', 'arjan valley film version', 'arjan vailly film version song', 'animal arjan vailly film version', 'arjan vailly film version ranbir kapoor', 'arjan vailly ranbir kapoor', 'arjan vailly film', 'arjan vailly film scene', 'arjan vailly', 'arjan velly song', 'arjan velly film version', 'arjan velly ne']",10,2024-01-12T12:30:12Z,PT3M28S,35709891,5063,true
https://www.youtube.com/watch?v=vCTt_PnWHPg,"An Action Hero (Official Trailer) Ayushmann Khurrana, Jaideep A | Aanand L Rai, Anirudh | Bhushan K","Gulshan Kumar, T-Series & Aanand L Rai Present 
A T-Series Films & Colour Yellow Productions Pvt Ltd's 
A Star Films & Entertainment Limited Production

Buy Your Tickets Now:

https://bookmy.show/An-Action-Hero

https://m.paytm.me/anactionhero


Directed By :  Anirudh Iyer
Produced By : Bhushan Kumar, Krishan Kumar
Produced By : Aanand L Rai
Co-Producer : Kanupriya A Iyer 
Co-Producer : Shiv Chanana 
President Global Digital Business (T-Series) : Neeraj Kalyan
Story By : Anirudh Iyer 
Screenplay & Dialogue : Neeraj Yadav 
Dop : Kaushal Shah 
Editor : Ninad Khanolkar
Lyrics : Vayu, D'evil, Shah Rule
Music : Parag Chhabra
Music : Tanishk Baghchi, Biddu, Amar Jalal, Faridkot 
Lyrics : Indeevar, Amar Jalal, Balla Jalal, Tanishk Bagchi (Aap Jaisa Koi & Jehda Nasha)
Background Score : Sunny M.R.
Production Designer : Ravi Srivastava 
Supervising Producer : Sonam Budha Sharma 
Executive Producer : Ashish Vishnu Tandel 
Costume Designer : Ankita Jha
Make-Up & Prosthetics Designer : Pratap Malhari Borhade
Sound Designer & Recordist : Manik Batra 
Re-Recording Mixer : Ajay Kumar P.B 
Action Director : Ian Van Temperly (Uk) & Stunt Silva (India) 
Post Production Head : Manish Bhogte 
Colour : Nube Cirrus 
Colourist : Navin Shetty
VFX : Do It Creative Lead 
Lead VFX : Sam Bhattacharjee 
VFX Supervisor : Pranab Lahkar 
Head Of Post : Yassine N'choubi Csi
Casting Director : Mukesh Chhabra Csa 
Marketing Consultants : Yash Suchak & Suraj Rao 
Project Head : Alok Kumar Shukla
Marketing & Promotions (T-Series)  : Shivam Chanana, Raj Chanana, Prashant Shetty, Mita Choudhary, Rahul Dubey, Amol Bhamare, Heett Savla
Music On : T-Series 
Music Team (T-Series) : Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava, Vivin Sachdeva 
Publicity Design : Marching Ants 
Media Director : Raindrop Media 
Teaser Design : 24eightyone 
Visual Promotions : Just Right Studioz Nx

___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉 Like us on Facebook: https://www.facebook.com/tseriesmusic
👉 Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",T-Series,"['hindi songs 2022', 'hindi songs new', 'bollywood songs 2022', 'bollywood movies 2022', 'tseries', 'tseries songs', 'hindi songs', 'An Action Hero', '(Official Trailer)', 'An Action Hero (Official Trailer)', 'Action Hero Trailer', 'Ayushmann Khurrana An Action Hero', 'Jaideep Ahlawat', 'Ayshmaan Khurana', 'Aayushmann Khurana', 'Ayushmann Khurrana', 'Movie Trailer', 'Movie', 'Movie 2022', 'Hindi Movie Trailer', 'Anand L rai', 'Anirudh Iyer', 'Ayushmann Khurrana New Movie', 'Trailer', 'Official Hindi Trailer']",10,2022-11-11T07:30:11Z,PT2M45S,29109999,14116,true
https://www.youtube.com/watch?v=orn35-mwfqY,BOBBY DEOL STYLE 🔥 | ANIMAL | RANBIR KAPOOR | SANDEEP REDDY VANGA,,T-Series,"['bobby deol', 'bobby deol animal', 'bobby deol animal scene', 'bobby deol attitude', 'attitude status', 'attitude status bobby deol', 'bobby deol body in animal', 'animal scene', 'animal ranbir kapoor', 'bobby deol animal ranbir kapoor', 'bobby deol and ranbir kapoor fight scene', 'bobby deol fight scene', 'bobby deol and ranbir kapoor fight', 'bobby and ranbir kapoor', 'attitude', 'animal', 'ranbir kapoor', 'bobby deol song', 'bobby deol animal fight', 'animal fight scene bobby deol', 'bobby deol animal movie']",10,2023-11-27T07:13:05Z,PT6S,52280653,2588,true
https://www.youtube.com/watch?v=6zf2dNLS-fs,"Jehda Nasha(Full Video)An Action Hero | Ayushmann Nora |Tanishk Faridkot Amar IP Singh,Yohani,Harjot","Presenting the song ""Jehda Nasha"" (Full Video) sung by Amar Jalal, IP Singh, Yohani, Harjot Kaur. Recreated by Tanishk Bagchi and penned by Amar Jalal, Balla Jalal

♪Full Song Available on♪ 
JioSaavn: http://bit.ly/3EDthLj
Spotify: http://bit.ly/3ObJqem
Hungama: http://bit.ly/3hOxrr4
Apple Music: https://apple.co/3gaH6aO
Amazon Prime Music: http://bit.ly/3GFgQQX
Wynk: http://bit.ly/3GoPYVc
Resso: http://bit.ly/3AndKwF
iTunes: https://apple.co/3tItOFv
YouTube Music: http://bit.ly/3gaV8Jw

Song Credits:
Song: Jehda Nasha
Singers: Amar Jalal, IP Singh, Yohani, Harjot Kaur
Music Recreated by: Tanishk Bagchi
Lyrics: Amar Jalal, Balla Jalal
Mix and Master: Eric Pillai @ Future Sound of Bombay
Mix Assistant Engineer: Michael Edwin Pillai
Music Label: T-Series

Yohani & IP Singh's Vocal recorded at T series studio. 
Recorded by Surajit Ghosh Mazumdar

Cast
Jedha Nasha: Nora Fatehi
Ayushmann Khurana

Producer:  T-Series and Colour Yellow Production
Presenter: BLM Studios
Director: Bosco Leslie Martis
Creative Producer: Augustus Pereira
Executive Producer: Umesh Shinde
Production Designer: Prashant Rane
DOP: Manoj Lobo
Editor: Adele Pereira

Direction Team
Associate Director: Augustus Pereira
Directions Assistant: Vijay Singh
Assistant Director: Saif Shaikh

Choreographers
Assistant: Ankan
Alisha
Jack
Sahil
Paro

Production Team
Line Producer: Chandrashekhar Nannaware
Unit Production: Manager Raorane
Artist Coordinator/ Production Manager: Amita Phatak
Production Manager: Hemant Dabholkar
Production Manager: Smit Mali
Production Manager: Virendra Patil
Location Manager: Pankaj Gamre
Local Manager: Yogesh Lokhande

Art Team 
Art Director: Ketki Ghuge
Art Assistant: Nilesh Morya
Dheeraj Sharma


Original Credits
Song Name: Nasha
Singers: IP Singh, Amar Jalal
Music: Faridkot, Amar Jalal
Lyrics: Amar Jalal Group (Amar Jalal, Balla Jalal)

___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉 Like us on Facebook: https://www.facebook.com/tseriesmusic
👉 Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",T-Series,"['hindi songs 2022', 'hindi songs new', 'bollywood songs 2022', 'bollywood movies 2022', 'tseries', 'tseries songs', 'hindi songs', 'romantic hindi songs', 'hindi songs bollywood', 'bollywood dance songs', 'Amar Jalal', 'IP Singh', 'Yohani', 'Harjot Kaur', 'Ayushmann', 'Nora', 'Balla Jalal', 'Jehda Nasha', 'An Action Hero', 'Jehda Nasha: An Action Hero', 'Jehda Nasha Recreated', 'Jeda Nasha', 'NAsha', 'Tera Nasha', 'Jeda Nasha Nasha Teri', 'Teri Ankha Vich', 'official video', 'Jehda Nasha (Full video)', 'Full Video']",10,2022-12-12T13:30:03Z,PT3M55S,49577197,2991,true
https://www.youtube.com/watch?v=ZSELPy_FvmU,"An Action Hero (Movie Scene) Bhoora Ne Shuru Ki Manav Ki Khoj | Ayushmann Khurana, Jaideep Ahlawat","Presenting movie scenes from the movie ""An Action Hero"" Starring Ayushmann Khurana and Jaideep Ahlawat in lead 

Gulshan Kumar, T-Series & Aanand L Rai Present 
A T-Series Films & Colour Yellow Productions Pvt Ltd's 
A Star Films & Entertainment Limited Production

Directed By :  Anirudh Iyer
Produced By : Bhushan Kumar, Krishan Kumar
Produced By : Aanand L Rai
Co-Producer : Kanupriya A Iyer 
Co-Producer : Shiv Chanana 
President Global Digital Business (T-Series) : Neeraj Kalyan
Story By : Anirudh Iyer 
Screenplay & Dialogue : Neeraj Yadav 
Dop : Kaushal Shah 
Editor : Ninad Khanolkar
Lyrics : Vayu, D'evil, Shah Rule
Music : Parag Chhabra
Music : Tanishk Baghchi, Biddu, Amar Jalal, Faridkot 
Lyrics : Indeevar, Amar Jalal, Balla Jalal, Tanishk Bagchi (Aap Jaisa Koi & Jehda Nasha)
Background Score : Sunny M.R.
Production Designer : Ravi Srivastava 
Supervising Producer : Sonam Budha Sharma 
Executive Producer : Ashish Vishnu Tandel 
Costume Designer : Ankita Jha
Make-Up & Prosthetics Designer : Pratap Malhari Borhade
Sound Designer & Recordist : Manik Batra 
Re-Recording Mixer : Ajay Kumar P.B 
Action Director : Ian Van Temperly (Uk) & Stunt Silva (India) 
Post Production Head : Manish Bhogte 
Colour : Nube Cirrus 
Colourist : Navin Shetty
VFX : Do It Creative Lead 
Lead VFX : Sam Bhattacharjee 
VFX Supervisor : Pranab Lahkar 
Head Of Post : Yassine N'choubi Csi
Casting Director : Mukesh Chhabra Csa 
Marketing Consultants : Yash Suchak & Suraj Rao 
Project Head : Alok Kumar Shukla
Marketing & Promotions (T-Series)  : Shivam Chanana, Raj Chanana, Prashant Shetty, Mita Choudhary, Rahul Dubey, Amol Bhamare, Heett Savla
Music On : T-Series 
Music Team (T-Series) : Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava, Vivin Sachdeva 
Publicity Design : Marching Ants 
Media Director : Raindrop Media 
Teaser Design : 24eightyone 
Visual Promotions : Just Right Studioz Nx

___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉 Like us on Facebook: https://www.facebook.com/tseriesmusic
👉 Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",T-Series,"['hindi songs 2022', 'bollywood songs 2022', 'bollywood movies 2022', 'tseries', 'An Action Hero', 'Action Hero Trailer', 'Ayushmann Khurrana An Action Hero', 'Jaideep Ahlawat', 'Ayshmaan Khurana', 'Aayushmann Khurana', 'Ayushmann Khurrana', 'Movie Trailer', 'Movie', 'Movie 2022', 'Hindi Movie Trailer', 'Anand L rai', 'Anirudh Iyer', 'Ayushmann Khurrana New Movie', 'Trailer', 'Official Hindi Trailer', 'Chase', 'Thrill & Confusion', 'An Action Hero (Movie Scene)', 'Bhoora Ne Shuru Ki Manav Ki Khoj']",10,2023-01-22T05:00:22Z,PT5M,273108,82,true
